SalesOrderNumber,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount
SO66147,480,20230910,20230922,20230917,21153,2.29
SO66148,384,20230910,20230922,20230917,20782,1120.49
SO66148,479,20230910,20230922,20230917,20782,8.99
SO66148,477,20230910,20230922,20230917,20782,4.99
SO66148,487,20230910,20230922,20230917,20782,54.99
SO66148,484,20230910,20230922,20230917,20782,7.95
SO66149,382,20230910,20230922,20230917,28395,1120.49
SO66149,231,20230910,20230922,20230917,28395,49.99
SO66149,225,20230910,20230922,20230917,28395,8.99
SO66150,575,20230910,20230922,20230917,15933,2384.07
SO66150,541,20230910,20230922,20230917,15933,28.99
SO66150,530,20230910,20230922,20230917,15933,4.99
SO66150,217,20230910,20230922,20230917,15933,34.99
SO66151,562,20230910,20230922,20230917,16263,2384.07
SO66152,576,20230910,20230922,20230917,11482,2384.07
SO66152,541,20230910,20230922,20230917,11482,28.99
SO66153,225,20230910,20230922,20230917,15929,8.99
SO66153,561,20230910,20230922,20230917,15929,2384.07
SO66154,357,20230911,20230923,20230918,18157,2319.99
SO66154,537,20230911,20230923,20230918,18157,35.00
SO66154,225,20230911,20230923,20230918,18157,8.99
SO66154,222,20230911,20230923,20230918,18157,34.99
SO66155,237,20230911,20230923,20230918,12048,49.99
SO66155,225,20230911,20230923,20230918,12048,8.99
SO66156,234,20230911,20230923,20230918,11855,49.99
SO66157,214,20230911,20230923,20230918,11091,34.99
SO66158,535,20230911,20230923,20230918,12359,24.99
SO66158,528,20230911,20230923,20230918,12359,4.99
SO66158,214,20230911,20230923,20230918,12359,34.99
SO66159,528,20230911,20230923,20230918,25123,4.99
SO66159,217,20230911,20230923,20230918,25123,34.99
SO66160,530,20230911,20230923,20230918,27975,4.99
SO66160,463,20230911,20230923,20230918,27975,24.49
SO66160,488,20230911,20230923,20230918,27975,53.99
SO66161,361,20230911,20230923,20230918,18185,2294.99
SO66161,485,20230911,20230923,20230918,18185,21.98
SO66161,477,20230911,20230923,20230918,18185,4.99
SO66161,478,20230911,20230923,20230918,18185,9.99
SO66162,589,20230911,20230923,20230918,21108,769.49
SO66162,228,20230911,20230923,20230918,21108,49.99
SO66163,529,20230911,20230923,20230918,11277,3.99
SO66163,539,20230911,20230923,20230918,11277,24.99
SO66163,480,20230911,20230923,20230918,11277,2.29
SO66164,535,20230911,20230923,20230918,20740,24.99
SO66164,214,20230911,20230923,20230918,20740,34.99
SO66165,478,20230911,20230923,20230918,21626,9.99
SO66165,477,20230911,20230923,20230918,21626,4.99
SO66165,483,20230911,20230923,20230918,21626,120.00
SO66166,478,20230911,20230923,20230918,21806,9.99
SO66166,477,20230911,20230923,20230918,21806,4.99
SO66167,474,20230911,20230923,20230918,20287,69.99
SO66167,234,20230911,20230923,20230918,20287,49.99
SO66167,465,20230911,20230923,20230918,20287,24.49
SO66168,482,20230911,20230923,20230918,20332,8.99
SO66168,475,20230911,20230923,20230918,20332,69.99
SO66169,477,20230911,20230923,20230918,18425,4.99
SO66170,476,20230911,20230923,20230918,19816,69.99
SO66170,490,20230911,20230923,20230918,19816,53.99
SO66171,477,20230911,20230923,20230918,19644,4.99
SO66172,528,20230911,20230923,20230918,16130,4.99
SO66172,485,20230911,20230923,20230918,16130,21.98
SO66172,222,20230911,20230923,20230918,16130,34.99
SO66173,477,20230911,20230923,20230918,16911,4.99
SO66173,490,20230911,20230923,20230918,16911,53.99
SO66174,485,20230911,20230923,20230918,14349,21.98
SO66174,222,20230911,20230923,20230918,14349,34.99
SO66175,485,20230911,20230923,20230918,17867,21.98
SO66175,217,20230911,20230923,20230918,17867,34.99
SO66176,529,20230911,20230923,20230918,19261,3.99
SO66176,539,20230911,20230923,20230918,19261,24.99
SO66176,489,20230911,20230923,20230918,19261,53.99
SO66177,477,20230911,20230923,20230918,22385,4.99
SO66177,490,20230911,20230923,20230918,22385,53.99
SO66178,529,20230911,20230923,20230918,21670,3.99
SO66178,538,20230911,20230923,20230918,21670,21.49
SO66178,480,20230911,20230923,20230918,21670,2.29
SO66178,483,20230911,20230923,20230918,21670,120.00
SO66179,541,20230911,20230923,20230918,13838,28.99
SO66179,530,20230911,20230923,20230918,13838,4.99
SO66179,214,20230911,20230923,20230918,13838,34.99
SO66180,530,20230911,20230923,20230918,27332,4.99
SO66180,480,20230911,20230923,20230918,27332,2.29
SO66181,537,20230911,20230923,20230918,11636,35.00
SO66181,528,20230911,20230923,20230918,11636,4.99
SO66181,222,20230911,20230923,20230918,11636,34.99
SO66182,537,20230911,20230923,20230918,11157,35.00
SO66183,537,20230911,20230923,20230918,11656,35.00
SO66183,528,20230911,20230923,20230918,11656,4.99
SO66183,217,20230911,20230923,20230918,11656,34.99
SO66184,485,20230911,20230923,20230918,13365,21.98
SO66184,480,20230911,20230923,20230918,13365,2.29
SO66185,593,20230911,20230923,20230918,19831,564.99
SO66185,477,20230911,20230923,20230918,19831,4.99
SO66185,478,20230911,20230923,20230918,19831,9.99
SO66186,363,20230911,20230923,20230918,12882,2294.99
SO66186,485,20230911,20230923,20230918,12882,21.98
SO66186,217,20230911,20230923,20230918,12882,34.99
SO66187,359,20230911,20230923,20230918,17400,2294.99
SO66187,485,20230911,20230923,20230918,17400,21.98
SO66187,478,20230911,20230923,20230918,17400,9.99
SO66187,477,20230911,20230923,20230918,17400,4.99
SO66188,359,20230911,20230923,20230918,16004,2294.99
SO66188,537,20230911,20230923,20230918,16004,35.00
SO66188,528,20230911,20230923,20230918,16004,4.99
SO66188,485,20230911,20230923,20230918,16004,21.98
SO66188,480,20230911,20230923,20230918,16004,2.29
SO66188,486,20230911,20230923,20230918,16004,159.00
SO66189,353,20230911,20230923,20230918,16078,2319.99
SO66189,528,20230911,20230923,20230918,16078,4.99
SO66189,537,20230911,20230923,20230918,16078,35.00
SO66189,478,20230911,20230923,20230918,16078,9.99
SO66189,477,20230911,20230923,20230918,16078,4.99
SO66189,225,20230911,20230923,20230918,16078,8.99
SO66190,363,20230911,20230923,20230918,15969,2294.99
SO66190,485,20230911,20230923,20230918,15969,21.98
SO66190,478,20230911,20230923,20230918,15969,9.99
SO66191,580,20230911,20230923,20230918,23656,1700.99
SO66192,583,20230911,20230923,20230918,23661,1700.99
SO66192,488,20230911,20230923,20230918,23661,53.99
SO66192,465,20230911,20230923,20230918,23661,24.49
SO66193,606,20230911,20230923,20230918,27599,539.99
SO66193,471,20230911,20230923,20230918,27599,63.50
SO66194,599,20230911,20230923,20230918,12572,539.99
SO66195,568,20230911,20230923,20230918,29255,742.35
SO66195,479,20230911,20230923,20230918,29255,8.99
SO66195,477,20230911,20230923,20230918,29255,4.99
SO66195,487,20230911,20230923,20230918,29255,54.99
SO66196,564,20230911,20230923,20230918,26539,2384.07
SO66196,541,20230911,20230923,20230918,26539,28.99
SO66196,530,20230911,20230923,20230918,26539,4.99
SO66196,480,20230911,20230923,20230918,26539,2.29
SO66197,562,20230911,20230923,20230918,24787,2384.07
SO66197,225,20230911,20230923,20230918,24787,8.99
SO66198,382,20230911,20230923,20230918,21264,1120.49
SO66199,581,20230911,20230923,20230918,18086,1700.99
SO66199,479,20230911,20230923,20230918,18086,8.99
SO66199,477,20230911,20230923,20230918,18086,4.99
SO66199,225,20230911,20230923,20230918,18086,8.99
SO66200,384,20230911,20230923,20230918,20857,1120.49
SO66201,384,20230911,20230923,20230918,20843,1120.49
SO66202,582,20230911,20230923,20230918,17866,1700.99
SO66202,217,20230911,20230923,20230918,17866,34.99
SO66203,584,20230911,20230923,20230918,12607,539.99
SO66203,479,20230911,20230923,20230918,12607,8.99
SO66203,477,20230911,20230923,20230918,12607,4.99
SO66203,222,20230911,20230923,20230918,12607,34.99
SO66204,584,20230911,20230923,20230918,27852,539.99
SO66204,214,20230911,20230923,20230918,27852,34.99
SO66205,579,20230911,20230923,20230918,13105,1214.85
SO66205,477,20230911,20230923,20230918,13105,4.99
SO66205,479,20230911,20230923,20230918,13105,8.99
SO66205,480,20230911,20230923,20230918,13105,2.29
SO66205,484,20230911,20230923,20230918,13105,7.95
SO66206,578,20230911,20230923,20230918,14230,1214.85
SO66206,530,20230911,20230923,20230918,14230,4.99
SO66206,541,20230911,20230923,20230918,14230,28.99
SO66206,214,20230911,20230923,20230918,14230,34.99
SO66206,481,20230911,20230923,20230918,14230,8.99
SO66207,528,20230912,20230924,20230919,16621,4.99
SO66207,536,20230912,20230924,20230919,16621,29.99
SO66207,480,20230912,20230924,20230919,16621,2.29
SO66208,214,20230912,20230924,20230919,15141,34.99
SO66209,225,20230912,20230924,20230919,17287,8.99
SO66209,491,20230912,20230924,20230919,17287,53.99
SO66210,540,20230912,20230924,20230919,16690,32.60
SO66210,529,20230912,20230924,20230919,16690,3.99
SO66210,222,20230912,20230924,20230919,16690,34.99
SO66211,361,20230912,20230924,20230919,16567,2294.99
SO66211,537,20230912,20230924,20230919,16567,35.00
SO66211,480,20230912,20230924,20230919,16567,2.29
SO66212,217,20230912,20230924,20230919,11520,34.99
SO66213,489,20230912,20230924,20230919,11807,53.99
SO66214,529,20230912,20230924,20230919,27220,3.99
SO66214,217,20230912,20230924,20230919,27220,34.99
SO66215,539,20230912,20230924,20230919,11200,24.99
SO66215,529,20230912,20230924,20230919,11200,3.99
SO66215,217,20230912,20230924,20230919,11200,34.99
SO66216,530,20230912,20230924,20230919,28276,4.99
SO66216,222,20230912,20230924,20230919,28276,34.99
SO66216,467,20230912,20230924,20230919,28276,24.49
SO66217,530,20230912,20230924,20230919,28089,4.99
SO66217,480,20230912,20230924,20230919,28089,2.29
SO66217,484,20230912,20230924,20230919,28089,7.95
SO66218,540,20230912,20230924,20230919,25333,32.60
SO66218,529,20230912,20230924,20230919,25333,3.99
SO66218,471,20230912,20230924,20230919,25333,63.50
SO66219,535,20230912,20230924,20230919,25350,24.99
SO66219,528,20230912,20230924,20230919,25350,4.99
SO66219,480,20230912,20230924,20230919,25350,2.29
SO66220,529,20230912,20230924,20230919,24294,3.99
SO66220,225,20230912,20230924,20230919,24294,8.99
SO66220,540,20230912,20230924,20230919,24294,32.60
SO66221,536,20230912,20230924,20230919,23809,29.99
SO66222,536,20230912,20230924,20230919,18329,29.99
SO66222,528,20230912,20230924,20230919,18329,4.99
SO66222,480,20230912,20230924,20230919,18329,2.29
SO66223,536,20230912,20230924,20230919,22754,29.99
SO66223,528,20230912,20230924,20230919,22754,4.99
SO66223,486,20230912,20230924,20230919,22754,159.00
SO66224,536,20230912,20230924,20230919,18978,29.99
SO66224,528,20230912,20230924,20230919,18978,4.99
SO66224,480,20230912,20230924,20230919,18978,2.29
SO66225,536,20230912,20230924,20230919,18875,29.99
SO66225,481,20230912,20230924,20230919,18875,8.99
SO66226,536,20230912,20230924,20230919,22375,29.99
SO66226,528,20230912,20230924,20230919,22375,4.99
SO66227,477,20230912,20230924,20230919,21907,4.99
SO66227,478,20230912,20230924,20230919,21907,9.99
SO66228,478,20230912,20230924,20230919,11823,9.99
SO66228,477,20230912,20230924,20230919,11823,4.99
SO66228,487,20230912,20230924,20230919,11823,54.99
SO66228,484,20230912,20230924,20230919,11823,7.95
SO66229,477,20230912,20230924,20230919,13197,4.99
SO66230,528,20230912,20230924,20230919,23401,4.99
SO66230,217,20230912,20230924,20230919,23401,34.99
SO66231,528,20230912,20230924,20230919,15359,4.99
SO66231,465,20230912,20230924,20230919,15359,24.49
SO66231,485,20230912,20230924,20230919,15359,21.98
SO66232,485,20230912,20230924,20230919,14432,21.98
SO66233,485,20230912,20230924,20230919,15813,21.98
SO66233,482,20230912,20230924,20230919,15813,8.99
SO66234,537,20230912,20230924,20230919,15707,35.00
SO66235,476,20230912,20230924,20230919,14840,69.99
SO66235,488,20230912,20230924,20230919,14840,53.99
SO66236,528,20230912,20230924,20230919,22837,4.99
SO66236,536,20230912,20230924,20230919,22837,29.99
SO66236,217,20230912,20230924,20230919,22837,34.99
SO66237,541,20230912,20230924,20230919,26405,28.99
SO66237,530,20230912,20230924,20230919,26405,4.99
SO66237,480,20230912,20230924,20230919,26405,2.29
SO66238,225,20230912,20230924,20230919,24119,8.99
SO66238,530,20230912,20230924,20230919,24119,4.99
SO66239,528,20230912,20230924,20230919,11215,4.99
SO66239,537,20230912,20230924,20230919,11215,35.00
SO66239,217,20230912,20230924,20230919,11215,34.99
SO66240,485,20230912,20230924,20230919,14873,21.98
SO66241,599,20230912,20230924,20230919,16066,539.99
SO66241,485,20230912,20230924,20230919,16066,21.98
SO66241,478,20230912,20230924,20230919,16066,9.99
SO66241,477,20230912,20230924,20230919,16066,4.99
SO66241,222,20230912,20230924,20230919,16066,34.99
SO66242,594,20230912,20230924,20230919,16069,564.99
SO66242,477,20230912,20230924,20230919,16069,4.99
SO66242,478,20230912,20230924,20230919,16069,9.99
SO66243,588,20230912,20230924,20230919,14852,769.49
SO66244,361,20230912,20230924,20230919,15948,2294.99
SO66244,478,20230912,20230924,20230919,15948,9.99
SO66244,477,20230912,20230924,20230919,15948,4.99
SO66245,577,20230912,20230924,20230919,11485,1214.85
SO66245,222,20230912,20230924,20230919,11485,34.99
SO66246,560,20230912,20230924,20230919,11493,1214.85
SO66246,477,20230912,20230924,20230919,11493,4.99
SO66246,479,20230912,20230924,20230919,11493,8.99
SO66247,574,20230912,20230924,20230919,28733,2384.07
SO66247,479,20230912,20230924,20230919,28733,8.99
SO66247,477,20230912,20230924,20230919,28733,4.99
SO66247,225,20230912,20230924,20230919,28733,8.99
SO66248,581,20230912,20230924,20230919,23660,1700.99
SO66248,217,20230912,20230924,20230919,23660,34.99
SO66249,580,20230912,20230924,20230919,15435,1700.99
SO66249,529,20230912,20230924,20230919,15435,3.99
SO66249,539,20230912,20230924,20230919,15435,24.99
SO66250,382,20230912,20230924,20230919,26142,1120.49
SO66250,477,20230912,20230924,20230919,26142,4.99
SO66250,479,20230912,20230924,20230919,26142,8.99
SO66250,214,20230912,20230924,20230919,26142,34.99
SO66251,353,20230912,20230924,20230919,15120,2319.99
SO66251,537,20230912,20230924,20230919,15120,35.00
SO66251,480,20230912,20230924,20230919,15120,2.29
SO66252,380,20230912,20230924,20230919,21555,2443.35
SO66252,540,20230912,20230924,20230919,21555,32.60
SO66252,529,20230912,20230924,20230919,21555,3.99
SO66252,488,20230912,20230924,20230919,21555,53.99
SO66253,562,20230912,20230924,20230919,24790,2384.07
SO66253,479,20230912,20230924,20230919,24790,8.99
SO66253,477,20230912,20230924,20230919,24790,4.99
SO66253,222,20230912,20230924,20230919,24790,34.99
SO66254,583,20230912,20230924,20230919,17372,1700.99
SO66254,539,20230912,20230924,20230919,17372,24.99
SO66254,529,20230912,20230924,20230919,17372,3.99
SO66255,582,20230912,20230924,20230919,18088,1700.99
SO66255,222,20230912,20230924,20230919,18088,34.99
SO66256,584,20230912,20230924,20230919,27890,539.99
SO66256,538,20230912,20230924,20230919,27890,21.49
SO66257,606,20230912,20230924,20230919,24077,539.99
SO66257,477,20230912,20230924,20230919,24077,4.99
SO66257,479,20230912,20230924,20230919,24077,8.99
SO66257,217,20230912,20230924,20230919,24077,34.99
SO66258,606,20230912,20230924,20230919,26978,539.99
SO66258,479,20230912,20230924,20230919,26978,8.99
SO66258,477,20230912,20230924,20230919,26978,4.99
SO66259,568,20230912,20230924,20230919,29457,742.35
SO66259,479,20230912,20230924,20230919,29457,8.99
SO66259,477,20230912,20230924,20230919,29457,4.99
SO66260,578,20230912,20230924,20230919,13106,1214.85
SO66260,541,20230912,20230924,20230919,13106,28.99
SO66260,530,20230912,20230924,20230919,13106,4.99
SO66260,480,20230912,20230924,20230919,13106,2.29
SO66261,575,20230912,20230924,20230919,12348,2384.07
SO66261,479,20230912,20230924,20230919,12348,8.99
SO66261,477,20230912,20230924,20230919,12348,4.99
SO66261,217,20230912,20230924,20230919,12348,34.99
SO66262,576,20230912,20230924,20230919,12670,2384.07
SO66263,536,20230913,20230925,20230920,17239,29.99
SO66263,480,20230913,20230925,20230920,17239,2.29
SO66264,528,20230913,20230925,20230920,21960,4.99
SO66264,537,20230913,20230925,20230920,21960,35.00
SO66265,477,20230913,20230925,20230920,15604,4.99
SO66265,465,20230913,20230925,20230920,15604,24.49
SO66265,478,20230913,20230925,20230920,15604,9.99
SO66266,477,20230913,20230925,20230920,24269,4.99
SO66266,478,20230913,20230925,20230920,24269,9.99
SO66267,541,20230913,20230925,20230920,13047,28.99
SO66267,530,20230913,20230925,20230920,13047,4.99
SO66267,491,20230913,20230925,20230920,13047,53.99
SO66268,487,20230913,20230925,20230920,17493,54.99
SO66269,491,20230913,20230925,20230920,17053,53.99
SO66270,465,20230913,20230925,20230920,11987,24.49
SO66271,355,20230913,20230925,20230920,12464,2319.99
SO66272,587,20230913,20230925,20230920,19366,769.49
SO66272,478,20230913,20230925,20230920,19366,9.99
SO66272,487,20230913,20230925,20230920,19366,54.99
SO66273,480,20230913,20230925,20230920,11311,2.29
SO66274,539,20230913,20230925,20230920,11507,24.99
SO66274,480,20230913,20230925,20230920,11507,2.29
SO66275,539,20230913,20230925,20230920,29171,24.99
SO66276,540,20230913,20230925,20230920,25190,32.60
SO66276,529,20230913,20230925,20230920,25190,3.99
SO66277,535,20230913,20230925,20230920,26088,24.99
SO66277,465,20230913,20230925,20230920,26088,24.49
SO66278,536,20230913,20230925,20230920,23295,29.99
SO66278,528,20230913,20230925,20230920,23295,4.99
SO66279,540,20230913,20230925,20230920,24981,32.60
SO66280,478,20230913,20230925,20230920,21468,9.99
SO66280,487,20230913,20230925,20230920,21468,54.99
SO66281,476,20230913,20230925,20230920,20294,69.99
SO66281,228,20230913,20230925,20230920,20294,49.99
SO66282,477,20230913,20230925,20230920,18396,4.99
SO66282,465,20230913,20230925,20230920,18396,24.49
SO66283,477,20230913,20230925,20230920,18404,4.99
SO66284,475,20230913,20230925,20230920,16241,69.99
SO66285,474,20230913,20230925,20230920,19166,69.99
SO66286,477,20230913,20230925,20230920,27019,4.99
SO66287,477,20230913,20230925,20230920,16655,4.99
SO66287,222,20230913,20230925,20230920,16655,34.99
SO66288,528,20230913,20230925,20230920,15163,4.99
SO66288,480,20230913,20230925,20230920,15163,2.29
SO66289,528,20230913,20230925,20230920,19938,4.99
SO66290,477,20230913,20230925,20230920,21842,4.99
SO66290,225,20230913,20230925,20230920,21842,8.99
SO66290,217,20230913,20230925,20230920,21842,34.99
SO66291,529,20230913,20230925,20230920,20803,3.99
SO66291,222,20230913,20230925,20230920,20803,34.99
SO66292,541,20230913,20230925,20230920,22709,28.99
SO66293,477,20230913,20230925,20230920,22801,4.99
SO66294,541,20230913,20230925,20230920,23445,28.99
SO66295,530,20230913,20230925,20230920,16387,4.99
SO66295,234,20230913,20230925,20230920,16387,49.99
SO66296,485,20230913,20230925,20230920,19640,21.98
SO66296,478,20230913,20230925,20230920,19640,9.99
SO66296,477,20230913,20230925,20230920,19640,4.99
SO66296,214,20230913,20230925,20230920,19640,34.99
SO66297,587,20230913,20230925,20230920,13039,769.49
SO66297,475,20230913,20230925,20230920,13039,69.99
SO66298,589,20230913,20230925,20230920,14746,769.49
SO66298,474,20230913,20230925,20230920,14746,69.99
SO66298,237,20230913,20230925,20230920,14746,49.99
SO66299,363,20230913,20230925,20230920,15840,2294.99
SO66299,480,20230913,20230925,20230920,15840,2.29
SO66300,359,20230913,20230925,20230920,15980,2294.99
SO66301,585,20230913,20230925,20230920,15630,742.35
SO66301,225,20230913,20230925,20230920,15630,8.99
SO66302,581,20230913,20230925,20230920,15262,1700.99
SO66303,388,20230913,20230925,20230920,25831,1120.49
SO66303,489,20230913,20230925,20230920,25831,53.99
SO66303,225,20230913,20230925,20230920,25831,8.99
SO66304,382,20230913,20230925,20230920,17914,1120.49
SO66305,390,20230913,20230925,20230920,17919,1120.49
SO66305,214,20230913,20230925,20230920,17919,34.99
SO66306,605,20230913,20230925,20230920,27689,539.99
SO66307,376,20230913,20230925,20230920,21556,2443.35
SO66307,222,20230913,20230925,20230920,21556,34.99
SO66307,481,20230913,20230925,20230920,21556,8.99
SO66308,571,20230913,20230925,20230920,26627,742.35
SO66309,605,20230913,20230925,20230920,23141,539.99
SO66309,471,20230913,20230925,20230920,23141,63.50
SO66310,604,20230913,20230925,20230920,23142,539.99
SO66310,479,20230913,20230925,20230920,23142,8.99
SO66310,484,20230913,20230925,20230920,23142,7.95
SO66311,606,20230913,20230925,20230920,23162,539.99
SO66311,538,20230913,20230925,20230920,23162,21.49
SO66311,480,20230913,20230925,20230920,23162,2.29
SO66312,605,20230913,20230925,20230920,23395,539.99
SO66312,477,20230913,20230925,20230920,23395,4.99
SO66312,479,20230913,20230925,20230920,23395,8.99
SO66313,386,20230913,20230925,20230920,13720,1120.49
SO66313,214,20230913,20230925,20230920,13720,34.99
SO66314,382,20230913,20230925,20230920,21149,1120.49
SO66314,225,20230913,20230925,20230920,21149,8.99
SO66314,491,20230913,20230925,20230920,21149,53.99
SO66315,581,20230913,20230925,20230920,18049,1700.99
SO66315,217,20230913,20230925,20230920,18049,34.99
SO66315,237,20230913,20230925,20230920,18049,49.99
SO66316,584,20230913,20230925,20230920,27891,539.99
SO66316,477,20230913,20230925,20230920,27891,4.99
SO66316,479,20230913,20230925,20230920,27891,8.99
SO66316,217,20230913,20230925,20230920,27891,34.99
SO66316,225,20230913,20230925,20230920,27891,8.99
SO66317,606,20230913,20230925,20230920,24018,539.99
SO66317,217,20230913,20230925,20230920,24018,34.99
SO66318,588,20230914,20230926,20230921,15027,769.49
SO66318,536,20230914,20230926,20230921,15027,29.99
SO66318,528,20230914,20230926,20230921,15027,4.99
SO66319,590,20230914,20230926,20230921,15208,769.49
SO66319,475,20230914,20230926,20230921,15208,69.99
SO66319,225,20230914,20230926,20230921,15208,8.99
SO66319,491,20230914,20230926,20230921,15208,53.99
SO66320,363,20230914,20230926,20230921,18134,2294.99
SO66320,225,20230914,20230926,20230921,18134,8.99
SO66320,222,20230914,20230926,20230921,18134,34.99
SO66321,536,20230914,20230926,20230921,21181,29.99
SO66321,480,20230914,20230926,20230921,21181,2.29
SO66322,475,20230914,20230926,20230921,26159,69.99
SO66323,490,20230914,20230926,20230921,17060,53.99
SO66324,529,20230914,20230926,20230921,16617,3.99
SO66324,540,20230914,20230926,20230921,16617,32.60
SO66324,489,20230914,20230926,20230921,16617,53.99
SO66325,225,20230914,20230926,20230921,11139,8.99
SO66325,231,20230914,20230926,20230921,11139,49.99
SO66326,486,20230914,20230926,20230921,14099,159.00
SO66327,357,20230914,20230926,20230921,13690,2319.99
SO66328,376,20230914,20230926,20230921,20864,2443.35
SO66328,484,20230914,20230926,20230921,20864,7.95
SO66329,530,20230914,20230926,20230921,28291,4.99
SO66329,222,20230914,20230926,20230921,28291,34.99
SO66330,529,20230914,20230926,20230921,11262,3.99
SO66330,540,20230914,20230926,20230921,11262,32.60
SO66331,540,20230914,20230926,20230921,24950,32.60
SO66331,529,20230914,20230926,20230921,24950,3.99
SO66331,480,20230914,20230926,20230921,24950,2.29
SO66332,540,20230914,20230926,20230921,15310,32.60
SO66332,480,20230914,20230926,20230921,15310,2.29
SO66333,535,20230914,20230926,20230921,20280,24.99
SO66333,528,20230914,20230926,20230921,20280,4.99
SO66333,217,20230914,20230926,20230921,20280,34.99
SO66334,540,20230914,20230926,20230921,24507,32.60
SO66335,528,20230914,20230926,20230921,11677,4.99
SO66335,536,20230914,20230926,20230921,11677,29.99
SO66335,214,20230914,20230926,20230921,11677,34.99
SO66335,467,20230914,20230926,20230921,11677,24.49
SO66336,536,20230914,20230926,20230921,22037,29.99
SO66336,528,20230914,20230926,20230921,22037,4.99
SO66336,480,20230914,20230926,20230921,22037,2.29
SO66336,484,20230914,20230926,20230921,22037,7.95
SO66337,478,20230914,20230926,20230921,21694,9.99
SO66337,477,20230914,20230926,20230921,21694,4.99
SO66337,217,20230914,20230926,20230921,21694,34.99
SO66338,478,20230914,20230926,20230921,21430,9.99
SO66338,477,20230914,20230926,20230921,21430,4.99
SO66338,222,20230914,20230926,20230921,21430,34.99
SO66338,463,20230914,20230926,20230921,21430,24.49
SO66339,477,20230914,20230926,20230921,14458,4.99
SO66339,478,20230914,20230926,20230921,14458,9.99
SO66340,477,20230914,20230926,20230921,20102,4.99
SO66340,217,20230914,20230926,20230921,20102,34.99
SO66341,477,20230914,20230926,20230921,26180,4.99
SO66342,477,20230914,20230926,20230921,17044,4.99
SO66342,214,20230914,20230926,20230921,17044,34.99
SO66343,476,20230914,20230926,20230921,14783,69.99
SO66344,535,20230914,20230926,20230921,17856,24.99
SO66344,528,20230914,20230926,20230921,17856,4.99
SO66344,480,20230914,20230926,20230921,17856,2.29
SO66345,535,20230914,20230926,20230921,13530,24.99
SO66345,480,20230914,20230926,20230921,13530,2.29
SO66345,486,20230914,20230926,20230921,13530,159.00
SO66346,477,20230914,20230926,20230921,20946,4.99
SO66346,489,20230914,20230926,20230921,20946,53.99
SO66347,541,20230914,20230926,20230921,28381,28.99
SO66347,530,20230914,20230926,20230921,28381,4.99
SO66347,225,20230914,20230926,20230921,28381,8.99
SO66347,231,20230914,20230926,20230921,28381,49.99
SO66348,530,20230914,20230926,20230921,24149,4.99
SO66348,480,20230914,20230926,20230921,24149,2.29
SO66349,485,20230914,20230926,20230921,17579,21.98
SO66349,214,20230914,20230926,20230921,17579,34.99
SO66350,588,20230914,20230926,20230921,21423,769.49
SO66350,528,20230914,20230926,20230921,21423,4.99
SO66350,536,20230914,20230926,20230921,21423,29.99
SO66350,217,20230914,20230926,20230921,21423,34.99
SO66351,596,20230914,20230926,20230921,16094,539.99
SO66351,535,20230914,20230926,20230921,16094,24.99
SO66351,480,20230914,20230926,20230921,16094,2.29
SO66352,597,20230914,20230926,20230921,13715,539.99
SO66352,485,20230914,20230926,20230921,13715,21.98
SO66352,222,20230914,20230926,20230921,13715,34.99
SO66353,359,20230914,20230926,20230921,15842,2294.99
SO66353,537,20230914,20230926,20230921,15842,35.00
SO66353,528,20230914,20230926,20230921,15842,4.99
SO66353,222,20230914,20230926,20230921,15842,34.99
SO66354,353,20230914,20230926,20230921,15954,2319.99
SO66354,478,20230914,20230926,20230921,15954,9.99
SO66354,477,20230914,20230926,20230921,15954,4.99
SO66355,355,20230914,20230926,20230921,15961,2319.99
SO66355,485,20230914,20230926,20230921,15961,21.98
SO66355,480,20230914,20230926,20230921,15961,2.29
SO66356,353,20230914,20230926,20230921,15976,2319.99
SO66356,487,20230914,20230926,20230921,15976,54.99
SO66357,579,20230914,20230926,20230921,16426,1214.85
SO66357,479,20230914,20230926,20230921,16426,8.99
SO66357,477,20230914,20230926,20230921,16426,4.99
SO66357,225,20230914,20230926,20230921,16426,8.99
SO66357,489,20230914,20230926,20230921,16426,53.99
SO66358,583,20230914,20230926,20230921,23655,1700.99
SO66359,372,20230914,20230926,20230921,21393,2443.35
SO66359,479,20230914,20230926,20230921,21393,8.99
SO66359,477,20230914,20230926,20230921,21393,4.99
SO66359,465,20230914,20230926,20230921,21393,24.49
SO66360,592,20230914,20230926,20230921,16164,564.99
SO66360,535,20230914,20230926,20230921,16164,24.99
SO66361,562,20230914,20230926,20230921,14281,2384.07
SO66361,530,20230914,20230926,20230921,14281,4.99
SO66361,541,20230914,20230926,20230921,14281,28.99
SO66361,480,20230914,20230926,20230921,14281,2.29
SO66362,576,20230914,20230926,20230921,26609,2384.07
SO66362,490,20230914,20230926,20230921,26609,53.99
SO66363,574,20230914,20230926,20230921,14459,2384.07
SO66363,477,20230914,20230926,20230921,14459,4.99
SO66363,479,20230914,20230926,20230921,14459,8.99
SO66364,388,20230914,20230926,20230921,21274,1120.49
SO66364,479,20230914,20230926,20230921,21274,8.99
SO66364,477,20230914,20230926,20230921,21274,4.99
SO66364,473,20230914,20230926,20230921,21274,63.50
SO66365,580,20230914,20230926,20230921,17859,1700.99
